Id,Id2,Geography,Total
0600000US2704509820,2704509820,"Canton township, Fillmore County, Minnesota",724
0600000US2704509910,2704509910,"Carimona township, Fillmore County, Minnesota",296
0600000US2704510090,2704510090,"Carrolton township, Fillmore County, Minnesota",314
0600000US2704511008,2704511008,"Chatfield city, Fillmore County, Minnesota",1573
0600000US2704511026,2704511026,"Chatfield township, Fillmore County, Minnesota",531
0600000US2704521068,2704521068,"Fillmore township, Fillmore County, Minnesota",457
0600000US2704521860,2704521860,"Forestville township, Fillmore County, Minnesota",356
0600000US2704522094,2704522094,"Fountain city, Fillmore County, Minnesota",410
0600000US2704522112,2704522112,"Fountain township, Fillmore County, Minnesota",315
0600000US2704527188,2704527188,"Harmony city, Fillmore County, Minnesota",1020
0600000US2704527206,2704527206,"Harmony township, Fillmore County, Minnesota",387
0600000US2704529852,2704529852,"Holt township, Fillmore County, Minnesota",271
0600000US2704532156,2704532156,"Jordan township, Fillmore County, Minnesota",352
0600000US2704535450,2704535450,"Lanesboro city, Fillmore County, Minnesota",754
0600000US2704538888,2704538888,"Mabel city, Fillmore County, Minnesota",780
0600000US2704545466,2704545466,"Newburg township, Fillmore County, Minnesota",379
0600000US2704547392,2704547392,"Norway township, Fillmore County, Minnesota",343
0600000US2704549030,2704549030,"Ostrander city, Fillmore County, Minnesota",254
0600000US2704550596,2704550596,"Peterson city, Fillmore County, Minnesota",199
0600000US2704551010,2704551010,"Pilot Mound township, Fillmore County, Minnesota",338
0600000US2704552396,2704552396,"Preble township, Fillmore County, Minnesota",209
0600000US2704552450,2704552450,"Preston city, Fillmore County, Minnesota",1325
0600000US2704552468,2704552468,"Preston township, Fillmore County, Minnesota",359
0600000US2704556284,2704556284,"Rushford city, Fillmore County, Minnesota",1731
0600000US2704556302,2704556302,"Rushford Village city, Fillmore County, Minnesota",807
0600000US2704562104,2704562104,"Spring Valley city, Fillmore County, Minnesota",2479
0600000US2704562122,2704562122,"Spring Valley township, Fillmore County, Minnesota",518
0600000US2704563418,2704563418,"Sumner township, Fillmore County, Minnesota",458
0600000US2704569808,2704569808,"Whalan city, Fillmore County, Minnesota",63
0600000US2704571950,2704571950,"Wykoff city, Fillmore County, Minnesota",444
0600000US2704572076,2704572076,"York township, Fillmore County, Minnesota",368
0600000US2704700694,2704700694,"Albert Lea city, Freeborn County, Minnesota",18016
0600000US2704700712,2704700712,"Albert Lea township, Freeborn County, Minnesota",653
0600000US2704700838,2704700838,"Alden city, Freeborn County, Minnesota",661
0600000US2704700856,2704700856,"Alden township, Freeborn County, Minnesota",306
0600000US2704703466,2704703466,"Bancroft township, Freeborn County, Minnesota",976
0600000US2704703934,2704703934,"Bath township, Freeborn County, Minnesota",440
0600000US2704710000,2704710000,"Carlston township, Freeborn County, Minnesota",305
0600000US2704711674,2704711674,"Clarks Grove city, Freeborn County, Minnesota",706
0600000US2704712952,2704712952,"Conger city, Freeborn County, Minnesota",146
0600000US2704719340,2704719340,"Emmons city, Freeborn County, Minnesota",391
0600000US2704722526,2704722526,"Freeborn city, Freeborn County, Minnesota",297
0600000US2704722544,2704722544,"Freeborn township, Freeborn County, Minnesota",267
0600000US2704722634,2704722634,"Freeman township, Freeborn County, Minnesota",496
0600000US2704723354,2704723354,"Geneva city, Freeborn County, Minnesota",555
0600000US2704723372,2704723372,"Geneva township, Freeborn County, Minnesota",421
0600000US2704724056,2704724056,"Glenville city, Freeborn County, Minnesota",643
0600000US2704727404,2704727404,"Hartland city, Freeborn County, Minnesota",315
0600000US2704727422,2704727422,"Hartland township, Freeborn County, Minnesota",256
0600000US2704727944,2704727944,"Hayward city, Freeborn County, Minnesota",250
0600000US2704727962,2704727962,"Hayward township, Freeborn County, Minnesota",381
0600000US2704729636,2704729636,"Hollandale city, Freeborn County, Minnesota",303
0600000US2704737916,2704737916,"London township, Freeborn County, Minnesota",315
0600000US2704739716,2704739716,"Manchester city, Freeborn County, Minnesota",57
0600000US2704739734,2704739734,"Manchester township, Freeborn County, Minnesota",424
0600000US2704739950,2704739950,"Mansfield township, Freeborn County, Minnesota",237
0600000US2704744404,2704744404,"Moscow township, Freeborn County, Minnesota",538
0600000US2704744890,2704744890,"Myrtle city, Freeborn County, Minnesota",48
0600000US2704745934,2704745934,"Newry township, Freeborn County, Minnesota",450
0600000US2704747608,2704747608,"Nunda township, Freeborn County, Minnesota",321
0600000US2704747788,2704747788,"Oakland township, Freeborn County, Minnesota",396
0600000US2704750722,2704750722,"Pickerel Lake township, Freeborn County, Minnesota",673
0600000US2704754088,2704754088,"Riceland township, Freeborn County, Minnesota",434
0600000US2704759548,2704759548,"Shell Rock township, Freeborn County, Minnesota",427
0600000US2704765920,2704765920,"Twin Lakes city, Freeborn County, Minnesota",151
0600000US2704904798,2704904798,"Bellechester city, Goodhue County, Minnesota",133
0600000US2704904816,2704904816,"Belle Creek township, Goodhue County, Minnesota",501
0600000US2704905032,2704905032,"Belvidere township, Goodhue County, Minnesota",462
0600000US2704909730,2704909730,"Cannon Falls city, Goodhue County, Minnesota",4083
0600000US2704909748,2704909748,"Cannon Falls township, Goodhue County, Minnesota",1070
0600000US2704911188,2704911188,"Cherry Grove township, Goodhue County, Minnesota",397
0600000US2704915706,2704915706,"Dennison city, Goodhue County, Minnesota",199
0600000US2704920780,2704920780,"Featherstone township, Goodhue County, Minnesota",782
0600000US2704921392,2704921392,"Florence township, Goodhue County, Minnesota",1581
0600000US2704924398,2704924398,"Goodhue city, Goodhue County, Minnesota",1176
0600000US2704924416,2704924416,"Goodhue township, Goodhue County, Minnesota",525
0600000US2704927818,2704927818,"Hay Creek township, Goodhue County, Minnesota",882
0600000US2704929546,2704929546,"Holden township, Goodhue County, Minnesota",454
0600000US2704932840,2704932840,"Kenyon city, Goodhue County, Minnesota",1815
0600000US2704932858,2704932858,"Kenyon township, Goodhue County, Minnesota",393
0600000US2704934172,2704934172,"Lake City city, Goodhue County, Minnesota",747
0600000US2704936476,2704936476,"Leon township, Goodhue County, Minnesota",885
0600000US2704943072,2704943072,"Minneola township, Goodhue County, Minnesota",629
0600000US2704951136,2704951136,"Pine Island city, Goodhue County, Minnesota",2560
0600000US2704951154,2704951154,"Pine Island township, Goodhue County, Minnesota",551
0600000US2704953620,2704953620,"Red Wing city, Goodhue County, Minnesota",16459
0600000US2704955492,2704955492,"Roscoe township, Goodhue County, Minnesota",732
0600000US2704962428,2704962428,"Stanton township, Goodhue County, Minnesota",1130
0600000US2704966640,2704966640,"Vasa township, Goodhue County, Minnesota",910
0600000US2704967486,2704967486,"Wacouta township, Goodhue County, Minnesota",386
0600000US2704967972,2704967972,"Wanamingo city, Goodhue County, Minnesota",1086
0600000US2704967990,2704967990,"Wanamingo township, Goodhue County, Minnesota",456
0600000US2704968242,2704968242,"Warsaw township, Goodhue County, Minnesota",607
0600000US2704969052,2704969052,"Welch township, Goodhue County, Minnesota",754
0600000US2704972328,2704972328,"Zumbrota city, Goodhue County, Minnesota",3252
0600000US2704972346,2704972346,"Zumbrota township, Goodhue County, Minnesota",586
0600000US2705102422,2705102422,"Ashby city, Grant County, Minnesota",446
0600000US2705103682,2705103682,"Barrett city, Grant County, Minnesota",415
0600000US2705115508,2705115508,"Delaware township, Grant County, Minnesota",102
0600000US2705118458,2705118458,"Elbow Lake city, Grant County, Minnesota",1176
0600000US2705118476,2705118476,"Elbow Lake township, Grant County, Minnesota",141
0600000US2705118620,2705118620,"Elk Lake township, Grant County, Minnesota",281
0600000US2705119538,2705119538,"Erdahl township, Grant County, Minnesota",347
0600000US2705124650,2705124650,"Gorton township, Grant County, Minnesota",49
0600000US2705128646,2705128646,"Herman city, Grant County, Minnesota",437
0600000US2705129474,2705129474,"Hoffman city, Grant County, Minnesota",681
0600000US2705135396,2705135396,"Land township, Grant County, Minnesota",261
0600000US2705135882,2705135882,"Lawrence township, Grant County, Minnesota",84
0600000US2705136998,2705136998,"Lien township, Grant County, Minnesota",111
0600000US2705137862,2705137862,"Logan township, Grant County, Minnesota",93
0600000US2705139194,2705139194,"Macsville township, Grant County, Minnesota",114
0600000US2705146492,2705146492,"Norcross city, Grant County, Minnesota",70
0600000US2705147140,2705147140,"North Ottawa township, Grant County, Minnesota",50
0600000US2705150128,2705150128,"Pelican Lake township, Grant County, Minnesota",450
0600000US2705151838,2705151838,"Pomme de Terre township, Grant County, Minnesota",133
0600000US2705155816,2705155816,"Roseville township, Grant County, Minnesota",124
0600000US2705158468,2705158468,"Sanford township, Grant County, Minnesota",153
0600000US2705162986,2705162986,"Stony Brook township, Grant County, Minnesota",133
0600000US2705169142,2705169142,"Wendell city, Grant County, Minnesota",167
0600000US2705306616,2705306616,"Bloomington city, Hennepin County, Minnesota",82893
0600000US2705307948,2705307948,"Brooklyn Center city, Hennepin County, Minnesota",30104
0600000US2705307966,2705307966,"Brooklyn Park city, Hennepin County, Minnesota",75781
0600000US2705310846,2705310846,"Champlin city, Hennepin County, Minnesota",23089
0600000US2705310918,2705310918,"Chanhassen city, Hennepin County, Minnesota",0
0600000US2705313168,2705313168,"Corcoran city, Hennepin County, Minnesota",5379
0600000US2705314158,2705314158,"Crystal city, Hennepin County, Minnesota",22151
0600000US2705315022,2705315022,"Dayton city, Hennepin County, Minnesota",4617
0600000US2705315148,2705315148,"Deephaven city, Hennepin County, Minnesota",3642
0600000US2705318116,2705318116,"Eden Prairie city, Hennepin County, Minnesota",60797
0600000US2705318188,2705318188,"Edina city, Hennepin County, Minnesota",47941
0600000US2705320078,2705320078,"Excelsior city, Hennepin County, Minnesota",2188
0600000US2705321965,2705321965,"Fort Snelling UT, Hennepin County, Minnesota",149
0600000US2705324308,2705324308,"Golden Valley city, Hennepin County, Minnesota",20371
0600000US2705325622,2705325622,"Greenfield city, Hennepin County, Minnesota",2777
0600000US2705325918,2705325918,"Greenwood city, Hennepin County, Minnesota",688
0600000US2705326990,2705326990,"Hanover city, Hennepin County, Minnesota",609
0600000US2705327476,2705327476,"Hassan township, Hennepin County, Minnesota",2600
0600000US2705330140,2705330140,"Hopkins city, Hennepin County, Minnesota",17591
0600000US2705330842,2705330842,"Independence city, Hennepin County, Minnesota",3504
0600000US2705338006,2705338006,"Long Lake city, Hennepin County, Minnesota",1768
0600000US2705338222,2705338222,"Loretto city, Hennepin County, Minnesota",650
0600000US2705340166,2705340166,"Maple Grove city, Hennepin County, Minnesota",61567
0600000US2705340256,2705340256,"Maple Plain city, Hennepin County, Minnesota",1768
0600000US2705341462,2705341462,"Medicine Lake city, Hennepin County, Minnesota",371
0600000US2705341480,2705341480,"Medina city, Hennepin County, Minnesota",4892
0600000US2705343000,2705343000,"Minneapolis city, Hennepin County, Minnesota",382578
0600000US2705343252,2705343252,"Minnetonka city, Hennepin County, Minnesota",49734
0600000US2705343270,2705343270,"Minnetonka Beach city, Hennepin County, Minnesota",539
0600000US2705343306,2705343306,"Minnetrista city, Hennepin County, Minnesota",6384
0600000US2705344476,2705344476,"Mound city, Hennepin County, Minnesota",9052
0600000US2705345628,2705345628,"New Hope city, Hennepin County, Minnesota",20339
0600000US2705348580,2705348580,"Orono city, Hennepin County, Minnesota",7437
0600000US2705349012,2705349012,"Osseo city, Hennepin County, Minnesota",2430
0600000US2705351730,2705351730,"Plymouth city, Hennepin County, Minnesota",70576
0600000US2705354214,2705354214,"Richfield city, Hennepin County, Minnesota",35228
0600000US2705354808,2705354808,"Robbinsdale city, Hennepin County, Minnesota",13953
0600000US2705355006,2705355006,"Rockford city, Hennepin County, Minnesota",426
0600000US2705355186,2705355186,"Rogers city, Hennepin County, Minnesota",8597
0600000US2705356680,2705356680,"St. Anthony city, Hennepin County, Minnesota",5156
0600000US2705356770,2705356770,"St. Bonifacius city, Hennepin County, Minnesota",2283
0600000US2705357220,2705357220,"St. Louis Park city, Hennepin County, Minnesota",45250
0600000US2705360016,2705360016,"Shorewood city, Hennepin County, Minnesota",7307
0600000US2705362014,2705362014,"Spring Park city, Hennepin County, Minnesota",1669
0600000US2705365164,2705365164,"Tonka Bay city, Hennepin County, Minnesota",1475
0600000US2705368818,2705368818,"Wayzata city, Hennepin County, Minnesota",3688
0600000US2705371500,2705371500,"Woodland city, Hennepin County, Minnesota",437
0600000US2705506292,2705506292,"Black Hammer township, Houston County, Minnesota",245
0600000US2705508218,2705508218,"Brownsville city, Houston County, Minnesota",466
0600000US2705508236,2705508236,"Brownsville township, Houston County, Minnesota",445
0600000US2705509226,2705509226,"Caledonia city, Houston County, Minnesota",2868
0600000US2705509244,2705509244,"Caledonia township, Houston County, Minnesota",641
0600000US2705513816,2705513816,"Crooked Creek township, Houston County, Minnesota",285
0600000US2705518368,2705518368,"Eitzen city, Houston County, Minnesota",243
0600000US2705529510,2705529510,"Hokah city, Houston County, Minnesota",580
0600000US2705529528,2705529528,"Hokah township, Houston County, Minnesota",497
0600000US2705530230,2705530230,"Houston city, Houston County, Minnesota",979
0600000US2705530248,2705530248,"Houston township, Houston County, Minnesota",396
0600000US2705531814,2705531814,"Jefferson township, Houston County, Minnesota",129
0600000US2705533866,2705533866,"La Crescent city, Houston County, Minnesota",4830
0600000US2705533884,2705533884,"La Crescent township, Houston County, Minnesota",1446
0600000US2705541228,2705541228,"Mayville township, Houston County, Minnesota",409
0600000US2705543648,2705543648,"Money Creek township, Houston County, Minnesota",597
0600000US2705544512,2705544512,"Mound Prairie township, Houston County, Minnesota",606
0600000US2705559494,2705559494,"Sheldon township, Houston County, Minnesota",266
0600000US2705561852,2705561852,"Spring Grove city, Houston County, Minnesota",1330
0600000US2705561870,2705561870,"Spring Grove township, Houston County, Minnesota",402
0600000US2705566208,2705566208,"Union township, Houston County, Minnesota",370
0600000US2705570564,2705570564,"Wilmington township, Houston County, Minnesota",434
0600000US2705570960,2705570960,"Winnebago township, Houston County, Minnesota",240
0600000US2705572166,2705572166,"Yucatan township, Houston County, Minnesota",323
0600000US2705700496,2705700496,"Akeley city, Hubbard County, Minnesota",432
0600000US2705700514,2705700514,"Akeley township, Hubbard County, Minnesota",551
0600000US2705701918,2705701918,"Arago township, Hubbard County, Minnesota",607
0600000US2705703178,2705703178,"Badoura township, Hubbard County, Minnesota",128
0600000US2705711682,2705711682,"Clay township, Hubbard County, Minnesota",69
0600000US2705712232,2705712232,"Clover township, Hubbard County, Minnesota",154
0600000US2705714140,2705714140,"Crow Wing Lake township, Hubbard County, Minnesota",332
0600000US2705720528,2705720528,"Farden township, Hubbard County, Minnesota",1137
0600000US2705720942,2705720942,"Fern township, Hubbard County, Minnesota",270
0600000US2705726360,2705726360,"Guthrie township, Hubbard County, Minnesota",555
0600000US2705727386,2705727386,"Hart Lake township, Hubbard County, Minnesota",509
0600000US2705728340,2705728340,"Helga township, Hubbard County, Minnesota",1401
0600000US2705728466,2705728466,"Hendrickson township, Hubbard County, Minnesota",314
0600000US2705728556,2705728556,"Henrietta township, Hubbard County, Minnesota",1642
0600000US2705730338,2705730338,"Hubbard township, Hubbard County, Minnesota",784
0600000US2705734046,2705734046,"Lake Alice township, Hubbard County, Minnesota",93
0600000US2705734262,2705734262,"Lake Emma township, Hubbard County, Minnesota",985
0600000US2705734388,2705734388,"Lake George township, Hubbard County, Minnesota",378
0600000US2705734460,2705734460,"Lake Hattie township, Hubbard County, Minnesota",202
0600000US2705734838,2705734838,"Lakeport township, Hubbard County, Minnesota",845
0600000US2705735612,2705735612,"Laporte city, Hubbard County, Minnesota",111
0600000US2705740022,2705740022,"Mantrap township, Hubbard County, Minnesota",519
0600000US2705745340,2705745340,"Nevis city, Hubbard County, Minnesota",390
0600000US2705745358,2705745358,"Nevis township, Hubbard County, Minnesota",1009
0600000US2705749768,2705749768,"Park Rapids city, Hubbard County, Minnesota",3709
0600000US2705755132,2705755132,"Rockwood township, Hubbard County, Minnesota",430
0600000US2705758972,2705758972,"Schoolcraft township, Hubbard County, Minnesota",103
0600000US2705762618,2705762618,"Steamboat River township, Hubbard County, Minnesota",126
0600000US2705763076,2705763076,"Straight River township, Hubbard County, Minnesota",726
0600000US2705764804,2705764804,"Thorpe township, Hubbard County, Minnesota",49
0600000US2705765038,2705765038,"Todd township, Hubbard County, Minnesota",1393
0600000US2705770114,2705770114,"White Oak township, Hubbard County, Minnesota",475
0600000US2705902602,2705902602,"Athens township, Isanti County, Minnesota",2177
0600000US2705907246,2705907246,"Bradford township, Isanti County, Minnesota",3380
0600000US2705907282,2705907282,"Braham city, Isanti County, Minnesota",1793
0600000US2705909370,2705909370,"Cambridge city, Isanti County, Minnesota",8111
0600000US2705909388,2705909388,"Cambridge township, Isanti County, Minnesota",2379
0600000US2705914572,2705914572,"Dalbo township, Isanti County, Minnesota",743
0600000US2705931328,2705931328,"Isanti city, Isanti County, Minnesota",5251(r46024)
0600000US2705931346,2705931346,"Isanti township, Isanti County, Minnesota",2313(r46027)
0600000US2705940292,2705940292,"Maple Ridge township, Isanti County, Minnesota",761
0600000US2705946816,2705946816,"North Branch township, Isanti County, Minnesota",1779
0600000US2705949354,2705949354,"Oxford township, Isanti County, Minnesota",888
0600000US2705956950,2705956950,"St. Francis city, Isanti County, Minnesota",0
0600000US2705961672,2705961672,"Spencer Brook township, Isanti County, Minnesota",1589
0600000US2705962086,2705962086,"Springvale township, Isanti County, Minnesota",1447
0600000US2705962347,2705962347,"Stanchfield township, Isanti County, Minnesota",1209
0600000US2705962374,2705962374,"Stanford township, Isanti County, Minnesota",2267
0600000US2705971896,2705971896,"Wyanett township, Isanti County, Minnesota",1729
0600000US2706101288,2706101288,"Alvwood township, Itasca County, Minnesota",42
0600000US2706101936,2706101936,"Arbo township, Itasca County, Minnesota",867
0600000US2706102044,2706102044,"Ardenhurst township, Itasca County, Minnesota",164
0600000US2706103430,2706103430,"Balsam township, Itasca County, Minnesota",550
0600000US2706104276,2706104276,"Bearville township, Itasca County, Minnesota",205
0600000US2706105698,2706105698,"Bigfork city, Itasca County, Minnesota",446
0600000US2706105716,2706105716,"Bigfork township, Itasca County, Minnesota",321
0600000US2706106220,2706106220,"Blackberry township, Itasca County, Minnesota",880
0600000US2706107048,2706107048,"Bovey city, Itasca County, Minnesota",804
0600000US2706107102,2706107102,"Bowstring township, Itasca County, Minnesota",230
0600000US2706107105,2706107105,"Bowstring Lake UT, Itasca County, Minnesota",1166
0600000US2706110072,2706110072,"Carpenter township, Itasca County, Minnesota",179
0600000US2706112412,2706112412,"Cohasset city, Itasca County, Minnesota",2698
0600000US2706112502,2706112502,"Coleraine city, Itasca County, Minnesota",1970
0600000US2706115277,2706115277,"Deer Lake UT, Itasca County, Minnesota",3495
0600000US2706115310,2706115310,"Deer River city, Itasca County, Minnesota",930
0600000US2706115328,2706115328,"Deer River township, Itasca County, Minnesota",704
0600000US2706118260,2706118260,"Effie city, Itasca County, Minnesota",123
0600000US2706118265,2706118265,"Effie UT, Itasca County, Minnesota",203
0600000US2706120816,2706120816,"Feeley township, Itasca County, Minnesota",306
0600000US2706124362,2706124362,"Good Hope township, Itasca County, Minnesota",99
0600000US2706124452,2706124452,"Goodland township, Itasca County, Minnesota",466
0600000US2706125118,2706125118,"Grand Rapids city, Itasca County, Minnesota",10869
0600000US2706125460,2706125460,"Grattan township, Itasca County, Minnesota",44
0600000US2706125892,2706125892,"Greenway township, Itasca County, Minnesota",1939
0600000US2706127296,2706127296,"Harris township, Itasca County, Minnesota",3253
0600000US2706131256,2706131256,"Iron Range township, Itasca County, Minnesota",649
0600000US2706132570,2706132570,"Keewatin city, Itasca County, Minnesota",1068
0600000US2706133272,2706133272,"Kinghurst township, Itasca County, Minnesota",106
0600000US2706134568,2706134568,"Lake Jessie township, Itasca County, Minnesota",303
0600000US2706135648,2706135648,"La Prairie city, Itasca County, Minnesota",665
0600000US2706135900,2706135900,"Lawrence township, Itasca County, Minnesota",438
0600000US2706136944,2706136944,"Liberty township, Itasca County, Minnesota",62
0600000US2706137691,2706137691,"Little Sand Lake UT, Itasca County, Minnesota",349
0600000US2706137934,2706137934,"Lone Pine township, Itasca County, Minnesota",410
0600000US2706140472,2706140472,"Marcell township, Itasca County, Minnesota",467
0600000US2706141066,2706141066,"Max township, Itasca County, Minnesota",142
0600000US2706144008,2706144008,"Moose Park township, Itasca County, Minnesota",68
0600000US2706144332,2706144332,"Morse township, Itasca County, Minnesota",615
0600000US2706144998,2706144998,"Nashwauk township, Itasca County, Minnesota",1681
0600000US2706146582,2706146582,"Nore township, Itasca County, Minnesota",57
0600000US2706146894,2706146894,"Northeast Itasca UT, Itasca County, Minnesota",1179
0600000US2706149048,2706149048,"Oteneagen township, Itasca County, Minnesota",310
0600000US2706151856,2706151856,"Pomroy township, Itasca County, Minnesota",39
0600000US2706156644,2706156644,"Sago township, Itasca County, Minnesota",176
0600000US2706158360,2706158360,"Sand Lake township, Itasca County, Minnesota",146
0600000US2706161564,2706161564,"Spang township, Itasca County, Minnesota",264
0600000US2706161700,2706161700,"Splithand township, Itasca County, Minnesota",250
0600000US2706162284,2706162284,"Squaw Lake city, Itasca County, Minnesota",107
0600000US2706162914,2706162914,"Stokes township, Itasca County, Minnesota",230
0600000US2706164606,2706164606,"Third River township, Itasca County, Minnesota",50
0600000US2706165596,2706165596,"Trout Lake township, Itasca County, Minnesota",1087
0600000US2706167360,2706167360,"Wabana township, Itasca County, Minnesota",537
0600000US2706168080,2706168080,"Warba city, Itasca County, Minnesota",181
0600000US2706168800,2706168800,"Wawina township, Itasca County, Minnesota",77
0600000US2706170306,2706170306,"Wildwood township, Itasca County, Minnesota",193
0600000US2706171194,2706171194,"Wirt township, Itasca County, Minnesota",106
0600000US2706172184,2706172184,"Zemple city, Itasca County, Minnesota",93
0600000US2706300604,2706300604,"Alba township, Jackson County, Minnesota",170
0600000US2706301162,2706301162,"Alpha city, Jackson County, Minnesota",116
0600000US2706304978,2706304978,"Belmont township, Jackson County, Minnesota",218
0600000US2706311476,2706311476,"Christiania township, Jackson County, Minnesota",249
0600000US2706315436,2706315436,"Delafield township, Jackson County, Minnesota",226
0600000US2706315769,2706315769,"Des Moines township, Jackson County, Minnesota",232
0600000US2706319484,2706319484,"Enterprise township, Jackson County, Minnesota",187
0600000US2706320042,2706320042,"Ewington township, Jackson County, Minnesota",244
0600000US2706328700,2706328700,"Heron Lake city, Jackson County, Minnesota",698
0600000US2706328718,2706328718,"Heron Lake township, Jackson County, Minnesota",333
0600000US2706330482,2706330482,"Hunter township, Jackson County, Minnesota",224
0600000US2706331562,2706331562,"Jackson city, Jackson County, Minnesota",3299
0600000US2706333146,2706333146,"Kimball township, Jackson County, Minnesota",129
0600000US2706333902,2706333902,"La Crosse township, Jackson County, Minnesota",156
0600000US2706334316,2706334316,"Lakefield city, Jackson County, Minnesota",1694
0600000US2706341948,2706341948,"Middletown township, Jackson County, Minnesota",227
0600000US2706343108,2706343108,"Minneota township, Jackson County, Minnesota",259
0600000US2706348184,2706348184,"Okabena city, Jackson County, Minnesota",188
0600000US2706350578,2706350578,"Petersburg township, Jackson County, Minnesota",232
0600000US2706355996,2706355996,"Rost township, Jackson County, Minnesota",211
0600000US2706356068,2706356068,"Round Lake township, Jackson County, Minnesota",166
0600000US2706360574,2706360574,"Sioux Valley township, Jackson County, Minnesota",192
0600000US2706369016,2706369016,"Weimer township, Jackson County, Minnesota",142
0600000US2706369484,2706369484,"West Heron Lake township, Jackson County, Minnesota",181
0600000US2706370258,2706370258,"Wilder city, Jackson County, Minnesota",60
0600000US2706371212,2706371212,"Wisconsin township, Jackson County, Minnesota",233
0600000US2706501702,2706501702,"Ann Lake township, Kanabec County, Minnesota",447
0600000US2706502296,2706502296,"Arthur township, Kanabec County, Minnesota",1843
0600000US2706507282,2706507282,"Braham city, Kanabec County, Minnesota",0
0600000US2706508344,2706508344,"Brunswick township, Kanabec County, Minnesota",1333
0600000US2706512754,2706512754,"Comfort township, Kanabec County, Minnesota",1078
0600000US2706521644,2706521644,"Ford township, Kanabec County, Minnesota",195
0600000US2706525406,2706525406,"Grass Lake township, Kanabec County, Minnesota",1038
0600000US2706525424,2706525424,"Grasston city, Kanabec County, Minnesota",158
0600000US2706527782,2706527782,"Hay Brook township, Kanabec County, Minnesota",246
0600000US2706529132,2706529132,"Hillman township, Kanabec County, Minnesota",444
0600000US2706532300,2706532300,"Kanabec township, Kanabec County, Minnesota",943
0600000US2706533560,2706533560,"Knife Lake township, Kanabec County, Minnesota",1156
0600000US2706533776,2706533776,"Kroschel township, Kanabec County, Minnesota",216
0600000US2706544044,2706544044,"Mora city, Kanabec County, Minnesota",3571
0600000US2706548166,2706548166,"Ogilvie city, Kanabec County, Minnesota",369
0600000US2706550002,2706550002,"Peace township, Kanabec County, Minnesota",939
0600000US2706551874,2706551874,"Pomroy township, Kanabec County, Minnesota",425
0600000US2706552756,2706552756,"Quamba city, Kanabec County, Minnesota",123
0600000US2706561348,2706561348,"South Fork township, Kanabec County, Minnesota",789
0600000US2706569988,2706569988,"Whited township, Kanabec County, Minnesota",926
0600000US2706701990,2706701990,"Arctander township, Kandiyohi County, Minnesota",381
0600000US2706702692,2706702692,"Atwater city, Kandiyohi County, Minnesota",1133
0600000US2706706490,2706706490,"Blomkest city, Kandiyohi County, Minnesota",157
0600000US2706708614,2706708614,"Burbank township, Kandiyohi County, Minnesota",566
0600000US2706712538,2706712538,"Colfax township, Kandiyohi County, Minnesota",547
0600000US2706716336,2706716336,"Dovre township, Kandiyohi County, Minnesota",2119
0600000US2706717702,2706717702,"East Lake Lillian township, Kandiyohi County, Minnesota",199
0600000US2706718242,2706718242,"Edwards township, Kandiyohi County, Minnesota",242
0600000US2706720150,2706720150,"Fahlun township, Kandiyohi County, Minnesota",335
0600000US2706723390,2706723390,"Gennessee township, Kandiyohi County, Minnesota",413
0600000US2706725694,2706725694,"Green Lake township, Kandiyohi County, Minnesota",1582
0600000US2706727314,2706727314,"Harrison township, Kandiyohi County, Minnesota",576
0600000US2706729600,2706729600,"Holland township, Kandiyohi County, Minnesota",338
0600000US2706731292,2706731292,"Irving township, Kandiyohi County, Minnesota",906
0600000US2706732372,2706732372,"Kandiyohi city, Kandiyohi County, Minnesota",491
0600000US2706732390,2706732390,"Kandiyohi township, Kandiyohi County, Minnesota",636
0600000US2706734064,2706734064,"Lake Andrew township, Kandiyohi County, Minnesota",982
0600000US2706734226,2706734226,"Lake Elizabeth township, Kandiyohi County, Minnesota",233
0600000US2706734676,2706734676,"Lake Lillian city, Kandiyohi County, Minnesota",238
0600000US2706734694,2706734694,"Lake Lillian township, Kandiyohi County, Minnesota",190
0600000US2706739662,2706739662,"Mamre township, Kandiyohi County, Minnesota",385
0600000US2706745682,2706745682,"New London city, Kandiyohi County, Minnesota",1251
0600000US2706745700,2706745700,"New London township, Kandiyohi County, Minnesota",2943
0600000US2706747464,2706747464,"Norway Lake township, Kandiyohi County, Minnesota",274
0600000US2706750344,2706750344,"Pennock city, Kandiyohi County, Minnesota",508
0600000US2706752558,2706752558,"Prinsburg city, Kandiyohi County, Minnesota",497
0600000US2706753296,2706753296,"Raymond city, Kandiyohi County, Minnesota",764
0600000US2706753710,2706753710,"Regal city, Kandiyohi County, Minnesota",34
0600000US2706755708,2706755708,"Roseland township, Kandiyohi County, Minnesota",371
0600000US2706755834,2706755834,"Roseville township, Kandiyohi County, Minnesota",622
0600000US2706757076,2706757076,"St. Johns township, Kandiyohi County, Minnesota",411
0600000US2706761690,2706761690,"Spicer city, Kandiyohi County, Minnesota",1167
0600000US2706763454,2706763454,"Sunburg city, Kandiyohi County, Minnesota",100
0600000US2706770078,2706770078,"Whitefield township, Kandiyohi County, Minnesota",525
0600000US2706770420,2706770420,"Willmar city, Kandiyohi County, Minnesota",19610
0600000US2706770438,2706770438,"Willmar township, Kandiyohi County, Minnesota",513
0600000US2706902386,2706902386,"Arveson township, Kittson County, Minnesota",96
