Id,Id2,Geography,pop2016,Margin of Error; Total
0600000US2703521932,2703521932,"Fort Ripley city, Crow Wing County, Minnesota",52,15
0600000US2703521950,2703521950,"Fort Ripley township, Crow Wing County, Minnesota",934,105
0600000US2703523012,2703523012,"Gail Lake township, Crow Wing County, Minnesota",65,22
0600000US2703523192,2703523192,"Garrison city, Crow Wing County, Minnesota",213,59
0600000US2703523210,2703523210,"Garrison township, Crow Wing County, Minnesota",643,73
0600000US2703530734,2703530734,"Ideal township, Crow Wing County, Minnesota",1185,164
0600000US2703531202,2703531202,"Irondale township, Crow Wing County, Minnesota",1270,163
0600000US2703531274,2703531274,"Ironton city, Crow Wing County, Minnesota",713,158
0600000US2703531832,2703531832,"Jenkins city, Crow Wing County, Minnesota",391,84
0600000US2703531850,2703531850,"Jenkins township, Crow Wing County, Minnesota",322,55
0600000US2703534207,2703534207,"Lake Edward township, Crow Wing County, Minnesota",1995,214
0600000US2703537646,2703537646,"Little Pine township, Crow Wing County, Minnesota",89,38
0600000US2703537988,2703537988,"Long Lake township, Crow Wing County, Minnesota",1183,149
0600000US2703539806,2703539806,"Manhattan Beach city, Crow Wing County, Minnesota",83,49
0600000US2703540148,2703540148,"Maple Grove township, Crow Wing County, Minnesota",797,105
0600000US2703543468,2703543468,"Mission township, Crow Wing County, Minnesota",722,100
0600000US2703546348,2703546348,"Nisswa city, Crow Wing County, Minnesota",2135,238
0600000US2703546384,2703546384,"Nokay Lake township, Crow Wing County, Minnesota",894,142
0600000US2703547824,2703547824,"Oak Lawn township, Crow Wing County, Minnesota",1876,165
0600000US2703550092,2703550092,"Pelican township, Crow Wing County, Minnesota",459,78
0600000US2703550416,2703550416,"Pequot Lakes city, Crow Wing County, Minnesota",2501,314
0600000US2703550542,2703550542,"Perry Lake township, Crow Wing County, Minnesota",308,47
0600000US2703551496,2703551496,"Platte Lake township, Crow Wing County, Minnesota",474,84
0600000US2703552855,2703552855,"Rabbit Lake township, Crow Wing County, Minnesota",268,53
0600000US2703554736,2703554736,"Riverton city, Crow Wing County, Minnesota",149,55
0600000US2703555420,2703555420,"Roosevelt township, Crow Wing County, Minnesota",586,80
0600000US2703555978,2703555978,"Ross Lake township, Crow Wing County, Minnesota",190,33
0600000US2703557328,2703557328,"St. Mathias township, Crow Wing County, Minnesota",627,122
0600000US2703559161,2703559161,"Second Assessment UT, Crow Wing County, Minnesota",124,56
0600000US2703564930,2703564930,"Timothy township, Crow Wing County, Minnesota",156,50
0600000US2703565506,2703565506,"Trommald city, Crow Wing County, Minnesota",100,29
0600000US2703571374,2703571374,"Wolford township, Crow Wing County, Minnesota",330,76
0600000US2703701900,2703701900,"Apple Valley city, Dakota County, Minnesota",50602,55
0600000US2703708794,2703708794,"Burnsville city, Dakota County, Minnesota",61158,121
0600000US2703710306,2703710306,"Castle Rock township, Dakota County, Minnesota",1387,185
0600000US2703712376,2703712376,"Coates city, Dakota County, Minnesota",154,39
0600000US2703716228,2703716228,"Douglas township, Dakota County, Minnesota",753,85
0600000US2703717288,2703717288,"Eagan city, Dakota County, Minnesota",65874,65
0600000US2703719376,2703719376,"Empire township, Dakota County, Minnesota",2728,27
0600000US2703719871,2703719871,"Eureka township, Dakota County, Minnesota",1477,163
0600000US2703720618,2703720618,"Farmington city, Dakota County, Minnesota",22226,46
0600000US2703725802,2703725802,"Greenvale township, Dakota County, Minnesota",761,85
0600000US2703726864,2703726864,"Hampton city, Dakota County, Minnesota",745,95
0600000US2703726882,2703726882,"Hampton township, Dakota County, Minnesota",962,97
0600000US2703727530,2703727530,"Hastings city, Dakota County, Minnesota",22501,83
0600000US2703731076,2703731076,"Inver Grove Heights city, Dakota County, Minnesota",34757,94
0600000US2703735180,2703735180,"Lakeville city, Dakota County, Minnesota",59786,27
0600000US2703737016,2703737016,"Lilydale city, Dakota County, Minnesota",791,80
0600000US2703740724,2703740724,"Marshan township, Dakota County, Minnesota",1063,125
0600000US2703741678,2703741678,"Mendota city, Dakota County, Minnesota",279,88
0600000US2703741696,2703741696,"Mendota Heights city, Dakota County, Minnesota",11231,35
0600000US2703742092,2703742092,"Miesville city, Dakota County, Minnesota",133,36
0600000US2703746024,2703746024,"New Trier city, Dakota County, Minnesota",132,59
0600000US2703746330,2703746330,"Nininger township, Dakota County, Minnesota",851,76
0600000US2703746924,2703746924,"Northfield city, Dakota County, Minnesota",1203,136
0600000US2703753098,2703753098,"Randolph city, Dakota County, Minnesota",424,71
0600000US2703753116,2703753116,"Randolph township, Dakota County, Minnesota",607,62
0600000US2703753260,2703753260,"Ravenna township, Dakota County, Minnesota",2426,128
0600000US2703755726,2703755726,"Rosemount city, Dakota County, Minnesota",23099,44
0600000US2703759008,2703759008,"Sciota township, Dakota County, Minnesota",481,96
0600000US2703761492,2703761492,"South St. Paul city, Dakota County, Minnesota",20281,67
0600000US2703763544,2703763544,"Sunfish Lake city, Dakota County, Minnesota",608,154
0600000US2703766802,2703766802,"Vermillion city, Dakota County, Minnesota",454,62
0600000US2703766820,2703766820,"Vermillion township, Dakota County, Minnesota",1222,102
0600000US2703768530,2703768530,"Waterford township, Dakota County, Minnesota",467,70
0600000US2703769700,2703769700,"West St. Paul city, Dakota County, Minnesota",19779,30
0600000US2703902512,2703902512,"Ashland township, Dodge County, Minnesota",350,58
0600000US2703906580,2703906580,"Blooming Prairie city, Dodge County, Minnesota",0,9
0600000US2703909640,2703909640,"Canisteo township, Dodge County, Minnesota",651,88
0600000US2703911566,2703911566,"Claremont city, Dodge County, Minnesota",616,124
0600000US2703911584,2703911584,"Claremont township, Dodge County, Minnesota",489,65
0600000US2703912934,2703912934,"Concord township, Dodge County, Minnesota",574,85
0600000US2703915994,2703915994,"Dodge Center city, Dodge County, Minnesota",2699,19
0600000US2703918764,2703918764,"Ellington township, Dodge County, Minnesota",247,43
0600000US2703927872,2703927872,"Hayfield city, Dodge County, Minnesota",1330,153
0600000US2703927890,2703927890,"Hayfield township, Dodge County, Minnesota",431,66
0600000US2703932498,2703932498,"Kasson city, Dodge County, Minnesota",6143,19
0600000US2703939986,2703939986,"Mantorville city, Dodge County, Minnesota",1098,131
0600000US2703940004,2703940004,"Mantorville township, Dodge County, Minnesota",1931,138
0600000US2703942380,2703942380,"Milton township, Dodge County, Minnesota",772,111
0600000US2703954502,2703954502,"Ripley township, Dodge County, Minnesota",215,59
0600000US2703966892,2703966892,"Vernon township, Dodge County, Minnesota",686,89
0600000US2703968404,2703968404,"Wasioja township, Dodge County, Minnesota",894,94
0600000US2703969304,2703969304,"West Concord city, Dodge County, Minnesota",799,110
0600000US2703969448,2703969448,"Westfield township, Dodge County, Minnesota",436,68
0600000US2704100928,2704100928,"Alexandria city, Douglas County, Minnesota",13185,23
0600000US2704100946,2704100946,"Alexandria township, Douglas County, Minnesota",2718,53
0600000US2704104924,2704104924,"Belle River township, Douglas County, Minnesota",341,44
0600000US2704107336,2704107336,"Brandon city, Douglas County, Minnesota",504,87
0600000US2704107354,2704107354,"Brandon township, Douglas County, Minnesota",780,105
0600000US2704109964,2704109964,"Carlos city, Douglas County, Minnesota",513,101
0600000US2704109982,2704109982,"Carlos township, Douglas County, Minnesota",1848,164
0600000US2704119898,2704119898,"Evansville city, Douglas County, Minnesota",609,91
0600000US2704119916,2704119916,"Evansville township, Douglas County, Minnesota",190,36
0600000US2704121608,2704121608,"Forada city, Douglas County, Minnesota",190,47
0600000US2704123120,2704123120,"Garfield city, Douglas County, Minnesota",272,51
0600000US2704129798,2704129798,"Holmes City township, Douglas County, Minnesota",772,123
0600000US2704130374,2704130374,"Hudson township, Douglas County, Minnesota",1033,149
0600000US2704130716,2704130716,"Ida township, Douglas County, Minnesota",1366,119
0600000US2704132768,2704132768,"Kensington city, Douglas County, Minnesota",302,55
0600000US2704133992,2704133992,"La Grand township, Douglas County, Minnesota",4225,26
0600000US2704134730,2704134730,"Lake Mary township, Douglas County, Minnesota",1103,144
0600000US2704136062,2704136062,"Leaf Valley township, Douglas County, Minnesota",376,58
0600000US2704138510,2704138510,"Lund township, Douglas County, Minnesota",389,78
0600000US2704142254,2704142254,"Millerville city, Douglas County, Minnesota",80,25
0600000US2704142272,2704142272,"Millerville township, Douglas County, Minnesota",356,55
0600000US2704142398,2704142398,"Miltona city, Douglas County, Minnesota",358,65
0600000US2704142416,2704142416,"Miltona township, Douglas County, Minnesota",918,90
0600000US2704143558,2704143558,"Moe township, Douglas County, Minnesota",738,92
0600000US2704145106,2704145106,"Nelson city, Douglas County, Minnesota",159,42
0600000US2704148472,2704148472,"Orange township, Douglas County, Minnesota",390,75
0600000US2704148796,2704148796,"Osakis city, Douglas County, Minnesota",1516,181
0600000US2704148814,2704148814,"Osakis township, Douglas County, Minnesota",704,114
0600000US2704161078,2704161078,"Solem township, Douglas County, Minnesota",264,58
0600000US2704162248,2704162248,"Spruce Hill township, Douglas County, Minnesota",459,61
0600000US2704166406,2704166406,"Urness township, Douglas County, Minnesota",204,30
0600000US2704303520,2704303520,"Barber township, Faribault County, Minnesota",229,39
0600000US2704306688,2704306688,"Blue Earth city, Faribault County, Minnesota",3254,19
0600000US2704306706,2704306706,"Blue Earth City township, Faribault County, Minnesota",368,63
0600000US2704307678,2704307678,"Bricelyn city, Faribault County, Minnesota",325,77
0600000US2704308380,2704308380,"Brush Creek township, Faribault County, Minnesota",180,42
0600000US2704311638,2704311638,"Clark township, Faribault County, Minnesota",274,69
0600000US2704315472,2704315472,"Delavan city, Faribault County, Minnesota",243,64
0600000US2704315490,2704315490,"Delavan township, Faribault County, Minnesota",215,39
0600000US2704317108,2704317108,"Dunbar township, Faribault County, Minnesota",258,57
0600000US2704317738,2704317738,"Easton city, Faribault County, Minnesota",204,34
0600000US2704318998,2704318998,"Elmore city, Faribault County, Minnesota",571,94
0600000US2704319016,2704319016,"Elmore township, Faribault County, Minnesota",187,30
0600000US2704319268,2704319268,"Emerald township, Faribault County, Minnesota",208,56
0600000US2704322076,2704322076,"Foster township, Faribault County, Minnesota",182,34
0600000US2704322940,2704322940,"Frost city, Faribault County, Minnesota",215,50
0600000US2704331976,2704331976,"Jo Daviess township, Faribault County, Minnesota",230,48
0600000US2704333056,2704333056,"Kiester city, Faribault County, Minnesota",478,72
0600000US2704333074,2704333074,"Kiester township, Faribault County, Minnesota",223,43
0600000US2704338528,2704338528,"Lura township, Faribault County, Minnesota",162,32
0600000US2704343198,2704343198,"Minnesota Lake city, Faribault County, Minnesota",612,67
0600000US2704343216,2704343216,"Minnesota Lake township, Faribault County, Minnesota",202,65
0600000US2704350974,2704350974,"Pilot Grove township, Faribault County, Minnesota",159,29
0600000US2704352432,2704352432,"Prescott township, Faribault County, Minnesota",161,48
0600000US2704355348,2704355348,"Rome township, Faribault County, Minnesota",109,23
0600000US2704359206,2704359206,"Seely township, Faribault County, Minnesota",167,43
0600000US2704366946,2704366946,"Verona township, Faribault County, Minnesota",430,68
0600000US2704367864,2704367864,"Walnut Lake township, Faribault County, Minnesota",225,48
0600000US2704367900,2704367900,"Walters city, Faribault County, Minnesota",140,48
0600000US2704369106,2704369106,"Wells city, Faribault County, Minnesota",2388,154
0600000US2704370924,2704370924,"Winnebago city, Faribault County, Minnesota",1341,124
0600000US2704370978,2704370978,"Winnebago City township, Faribault County, Minnesota",179,38
0600000US2704501396,2704501396,"Amherst township, Fillmore County, Minnesota",423,90
0600000US2704502098,2704502098,"Arendahl township, Fillmore County, Minnesota",299,65
0600000US2704504402,2704504402,"Beaver township, Fillmore County, Minnesota",231,57
0600000US2704506544,2704506544,"Bloomfield township, Fillmore County, Minnesota",270,57
0600000US2704507804,2704507804,"Bristol township, Fillmore County, Minnesota",461,137
0600000US2704509802,2704509802,"Canton city, Fillmore County, Minnesota",283,53
0600000US2704509820,2704509820,"Canton township, Fillmore County, Minnesota",549,121
0600000US2704509910,2704509910,"Carimona township, Fillmore County, Minnesota",302,69
0600000US2704510090,2704510090,"Carrolton township, Fillmore County, Minnesota",327,57
0600000US2704511008,2704511008,"Chatfield city, Fillmore County, Minnesota",1686,197
0600000US2704511026,2704511026,"Chatfield township, Fillmore County, Minnesota",486,79
0600000US2704521068,2704521068,"Fillmore township, Fillmore County, Minnesota",498,100
0600000US2704521860,2704521860,"Forestville township, Fillmore County, Minnesota",290,54
0600000US2704522094,2704522094,"Fountain city, Fillmore County, Minnesota",356,45
0600000US2704522112,2704522112,"Fountain township, Fillmore County, Minnesota",398,112
0600000US2704527188,2704527188,"Harmony city, Fillmore County, Minnesota",1005,105
0600000US2704527206,2704527206,"Harmony township, Fillmore County, Minnesota",476,111
0600000US2704529852,2704529852,"Holt township, Fillmore County, Minnesota",260,47
0600000US2704532156,2704532156,"Jordan township, Fillmore County, Minnesota",354,72
0600000US2704535450,2704535450,"Lanesboro city, Fillmore County, Minnesota",730,78
0600000US2704538888,2704538888,"Mabel city, Fillmore County, Minnesota",774,111
0600000US2704545466,2704545466,"Newburg township, Fillmore County, Minnesota",397,83
0600000US2704547392,2704547392,"Norway township, Fillmore County, Minnesota",331,68
0600000US2704549030,2704549030,"Ostrander city, Fillmore County, Minnesota",232,56
0600000US2704550596,2704550596,"Peterson city, Fillmore County, Minnesota",184,38
0600000US2704551010,2704551010,"Pilot Mound township, Fillmore County, Minnesota",289,54
0600000US2704552396,2704552396,"Preble township, Fillmore County, Minnesota",207,41
0600000US2704552450,2704552450,"Preston city, Fillmore County, Minnesota",1383,142
0600000US2704552468,2704552468,"Preston township, Fillmore County, Minnesota",332,55
0600000US2704556284,2704556284,"Rushford city, Fillmore County, Minnesota",1940,155
0600000US2704556302,2704556302,"Rushford Village city, Fillmore County, Minnesota",917,120
0600000US2704562104,2704562104,"Spring Valley city, Fillmore County, Minnesota",2451,154
0600000US2704562122,2704562122,"Spring Valley township, Fillmore County, Minnesota",547,82
0600000US2704563418,2704563418,"Sumner township, Fillmore County, Minnesota",405,76
0600000US2704569808,2704569808,"Whalan city, Fillmore County, Minnesota",67,25
0600000US2704571950,2704571950,"Wykoff city, Fillmore County, Minnesota",433,89
0600000US2704572076,2704572076,"York township, Fillmore County, Minnesota",304,57
0600000US2704700694,2704700694,"Albert Lea city, Freeborn County, Minnesota",17775,34
0600000US2704700712,2704700712,"Albert Lea township, Freeborn County, Minnesota",618,104
0600000US2704700838,2704700838,"Alden city, Freeborn County, Minnesota",693,113
0600000US2704700856,2704700856,"Alden township, Freeborn County, Minnesota",295,52
0600000US2704703466,2704703466,"Bancroft township, Freeborn County, Minnesota",983,122
0600000US2704703934,2704703934,"Bath township, Freeborn County, Minnesota",491,102
0600000US2704710000,2704710000,"Carlston township, Freeborn County, Minnesota",237,34
0600000US2704711674,2704711674,"Clarks Grove city, Freeborn County, Minnesota",596,88
0600000US2704712952,2704712952,"Conger city, Freeborn County, Minnesota",176,50
0600000US2704719340,2704719340,"Emmons city, Freeborn County, Minnesota",427,64
0600000US2704722526,2704722526,"Freeborn city, Freeborn County, Minnesota",339,61
0600000US2704722544,2704722544,"Freeborn township, Freeborn County, Minnesota",258,43
0600000US2704722634,2704722634,"Freeman township, Freeborn County, Minnesota",535,96
0600000US2704723354,2704723354,"Geneva city, Freeborn County, Minnesota",369,100
0600000US2704723372,2704723372,"Geneva township, Freeborn County, Minnesota",463,77
0600000US2704724056,2704724056,"Glenville city, Freeborn County, Minnesota",564,80
0600000US2704727404,2704727404,"Hartland city, Freeborn County, Minnesota",303,57
0600000US2704727422,2704727422,"Hartland township, Freeborn County, Minnesota",148,34
0600000US2704727944,2704727944,"Hayward city, Freeborn County, Minnesota",254,55
0600000US2704727962,2704727962,"Hayward township, Freeborn County, Minnesota",415,67
0600000US2704729636,2704729636,"Hollandale city, Freeborn County, Minnesota",304,59
0600000US2704737916,2704737916,"London township, Freeborn County, Minnesota",251,42
0600000US2704739716,2704739716,"Manchester city, Freeborn County, Minnesota",38,22
0600000US2704739734,2704739734,"Manchester township, Freeborn County, Minnesota",411,70
0600000US2704739950,2704739950,"Mansfield township, Freeborn County, Minnesota",188,47
0600000US2704744404,2704744404,"Moscow township, Freeborn County, Minnesota",507,73
0600000US2704744890,2704744890,"Myrtle city, Freeborn County, Minnesota",73,39
0600000US2704745934,2704745934,"Newry township, Freeborn County, Minnesota",607,101
0600000US2704747608,2704747608,"Nunda township, Freeborn County, Minnesota",272,46
0600000US2704747788,2704747788,"Oakland township, Freeborn County, Minnesota",390,59
0600000US2704750722,2704750722,"Pickerel Lake township, Freeborn County, Minnesota",711,115
0600000US2704754088,2704754088,"Riceland township, Freeborn County, Minnesota",470,86
0600000US2704759548,2704759548,"Shell Rock township, Freeborn County, Minnesota",422,70
0600000US2704765920,2704765920,"Twin Lakes city, Freeborn County, Minnesota",168,41
0600000US2704904798,2704904798,"Bellechester city, Goodhue County, Minnesota",187,49
0600000US2704904816,2704904816,"Belle Creek township, Goodhue County, Minnesota",473,73
0600000US2704905032,2704905032,"Belvidere township, Goodhue County, Minnesota",428,64
0600000US2704909730,2704909730,"Cannon Falls city, Goodhue County, Minnesota",4085,25
0600000US2704909748,2704909748,"Cannon Falls township, Goodhue County, Minnesota",916,96
0600000US2704911188,2704911188,"Cherry Grove township, Goodhue County, Minnesota",413,81
0600000US2704915706,2704915706,"Dennison city, Goodhue County, Minnesota",157,41
0600000US2704920780,2704920780,"Featherstone township, Goodhue County, Minnesota",678,77
0600000US2704921392,2704921392,"Florence township, Goodhue County, Minnesota",1451,141
0600000US2704924398,2704924398,"Goodhue city, Goodhue County, Minnesota",1261,144
0600000US2704924416,2704924416,"Goodhue township, Goodhue County, Minnesota",452,48
0600000US2704927818,2704927818,"Hay Creek township, Goodhue County, Minnesota",758,85
0600000US2704929546,2704929546,"Holden township, Goodhue County, Minnesota",469,59
0600000US2704932840,2704932840,"Kenyon city, Goodhue County, Minnesota",1852,162
0600000US2704932858,2704932858,"Kenyon township, Goodhue County, Minnesota",409,68
0600000US2704934172,2704934172,"Lake City city, Goodhue County, Minnesota",871,146
0600000US2704936476,2704936476,"Leon township, Goodhue County, Minnesota",873,108
0600000US2704943072,2704943072,"Minneola township, Goodhue County, Minnesota",708,126
0600000US2704951136,2704951136,"Pine Island city, Goodhue County, Minnesota",2602,30
0600000US2704951154,2704951154,"Pine Island township, Goodhue County, Minnesota",570,84
0600000US2704953620,2704953620,"Red Wing city, Goodhue County, Minnesota",16484,34
0600000US2704955492,2704955492,"Roscoe township, Goodhue County, Minnesota",776,122
0600000US2704962428,2704962428,"Stanton township, Goodhue County, Minnesota",931,91
0600000US2704966640,2704966640,"Vasa township, Goodhue County, Minnesota",1054,117
0600000US2704967486,2704967486,"Wacouta township, Goodhue County, Minnesota",398,49
0600000US2704967972,2704967972,"Wanamingo city, Goodhue County, Minnesota",1199,172
0600000US2704967990,2704967990,"Wanamingo township, Goodhue County, Minnesota",384,68
0600000US2704968242,2704968242,"Warsaw township, Goodhue County, Minnesota",783,147
0600000US2704969052,2704969052,"Welch township, Goodhue County, Minnesota",771,106
0600000US2704972328,2704972328,"Zumbrota city, Goodhue County, Minnesota",3357,19
0600000US2704972346,2704972346,"Zumbrota township, Goodhue County, Minnesota",700,137
0600000US2705102422,2705102422,"Ashby city, Grant County, Minnesota",549,83
0600000US2705103682,2705103682,"Barrett city, Grant County, Minnesota",387,69
0600000US2705115508,2705115508,"Delaware township, Grant County, Minnesota",79,25
0600000US2705118458,2705118458,"Elbow Lake city, Grant County, Minnesota",1261,120
0600000US2705118476,2705118476,"Elbow Lake township, Grant County, Minnesota",103,25
0600000US2705118620,2705118620,"Elk Lake township, Grant County, Minnesota",255,59
0600000US2705119538,2705119538,"Erdahl township, Grant County, Minnesota",489,91
0600000US2705124650,2705124650,"Gorton township, Grant County, Minnesota",33,15
0600000US2705128646,2705128646,"Herman city, Grant County, Minnesota",394,66
0600000US2705129474,2705129474,"Hoffman city, Grant County, Minnesota",667,87
0600000US2705135396,2705135396,"Land township, Grant County, Minnesota",296,67
0600000US2705135882,2705135882,"Lawrence township, Grant County, Minnesota",94,37
0600000US2705136998,2705136998,"Lien township, Grant County, Minnesota",98,27
0600000US2705137862,2705137862,"Logan township, Grant County, Minnesota",84,18
0600000US2705139194,2705139194,"Macsville township, Grant County, Minnesota",125,46
0600000US2705146492,2705146492,"Norcross city, Grant County, Minnesota",37,13
0600000US2705147140,2705147140,"North Ottawa township, Grant County, Minnesota",35,13
0600000US2705150128,2705150128,"Pelican Lake township, Grant County, Minnesota",418,59
0600000US2705151838,2705151838,"Pomme de Terre township, Grant County, Minnesota",90,26
0600000US2705155816,2705155816,"Roseville township, Grant County, Minnesota",133,68
0600000US2705158468,2705158468,"Sanford township, Grant County, Minnesota",131,30
0600000US2705162986,2705162986,"Stony Brook township, Grant County, Minnesota",88,24
0600000US2705169142,2705169142,"Wendell city, Grant County, Minnesota",97,23
0600000US2705306616,2705306616,"Bloomington city, Hennepin County, Minnesota",85080,72
0600000US2705307948,2705307948,"Brooklyn Center city, Hennepin County, Minnesota",30785,57
0600000US2705307966,2705307966,"Brooklyn Park city, Hennepin County, Minnesota",78823,35
0600000US2705310846,2705310846,"Champlin city, Hennepin County, Minnesota",23929,36
0600000US2705310918,2705310918,"Chanhassen city, Hennepin County, Minnesota",0,9
0600000US2705313168,2705313168,"Corcoran city, Hennepin County, Minnesota",5572,24
0600000US2705314158,2705314158,"Crystal city, Hennepin County, Minnesota",22777,38
0600000US2705315022,2705315022,"Dayton city, Hennepin County, Minnesota",5031,17
0600000US2705315148,2705315148,"Deephaven city, Hennepin County, Minnesota",3786,19
0600000US2705318116,2705318116,"Eden Prairie city, Hennepin County, Minnesota",63206,64
0600000US2705318188,2705318188,"Edina city, Hennepin County, Minnesota",49976,70
0600000US2705320078,2705320078,"Excelsior city, Hennepin County, Minnesota",2510,208
0600000US2705321965,2705321965,"Fort Snelling UT, Hennepin County, Minnesota",291,119
0600000US2705324308,2705324308,"Golden Valley city, Hennepin County, Minnesota",21040,51
0600000US2705325622,2705325622,"Greenfield city, Hennepin County, Minnesota",2888,19
0600000US2705325918,2705325918,"Greenwood city, Hennepin County, Minnesota",755,94
0600000US2705326990,2705326990,"Hanover city, Hennepin County, Minnesota",545,123
0600000US2705330140,2705330140,"Hopkins city, Hennepin County, Minnesota",18077,45
0600000US2705330842,2705330842,"Independence city, Hennepin County, Minnesota",3687,18
0600000US2705338006,2705338006,"Long Lake city, Hennepin County, Minnesota",1704,99
0600000US2705338222,2705338222,"Loretto city, Hennepin County, Minnesota",672,135
0600000US2705340166,2705340166,"Maple Grove city, Hennepin County, Minnesota",66969,34
0600000US2705340256,2705340256,"Maple Plain city, Hennepin County, Minnesota",1812,193
0600000US2705341462,2705341462,"Medicine Lake city, Hennepin County, Minnesota",315,59
0600000US2705341480,2705341480,"Medina city, Hennepin County, Minnesota",5633,21
0600000US2705343000,2705343000,"Minneapolis city, Hennepin County, Minnesota",404670,43
0600000US2705343252,2705343252,"Minnetonka city, Hennepin County, Minnesota",51651,44
0600000US2705343270,2705343270,"Minnetonka Beach city, Hennepin County, Minnesota",586,120
0600000US2705343306,2705343306,"Minnetrista city, Hennepin County, Minnesota",6963,23
0600000US2705344476,2705344476,"Mound city, Hennepin County, Minnesota",9306,20
0600000US2705345628,2705345628,"New Hope city, Hennepin County, Minnesota",20819,39
0600000US2705348580,2705348580,"Orono city, Hennepin County, Minnesota",7772,22
0600000US2705349012,2705349012,"Osseo city, Hennepin County, Minnesota",2612,19
0600000US2705351730,2705351730,"Plymouth city, Hennepin County, Minnesota",75105,49
0600000US2705354214,2705354214,"Richfield city, Hennepin County, Minnesota",35912,76
0600000US2705354808,2705354808,"Robbinsdale city, Hennepin County, Minnesota",14382,43
0600000US2705355006,2705355006,"Rockford city, Hennepin County, Minnesota",297,116
0600000US2705355186,2705355186,"Rogers city, Hennepin County, Minnesota",12284,19
0600000US2705356680,2705356680,"St. Anthony city, Hennepin County, Minnesota",5482,19
0600000US2705356770,2705356770,"St. Bonifacius city, Hennepin County, Minnesota",2596,307
0600000US2705357220,2705357220,"St. Louis Park city, Hennepin County, Minnesota",47486,41
0600000US2705360016,2705360016,"Shorewood city, Hennepin County, Minnesota",7548,20
0600000US2705362014,2705362014,"Spring Park city, Hennepin County, Minnesota",1842,196
0600000US2705365164,2705365164,"Tonka Bay city, Hennepin County, Minnesota",1344,156
0600000US2705368818,2705368818,"Wayzata city, Hennepin County, Minnesota",4296,29
0600000US2705371500,2705371500,"Woodland city, Hennepin County, Minnesota",449,95
0600000US2705506292,2705506292,"Black Hammer township, Houston County, Minnesota",231,44
0600000US2705508218,2705508218,"Brownsville city, Houston County, Minnesota",566,96
0600000US2705508236,2705508236,"Brownsville township, Houston County, Minnesota",414,70
0600000US2705509226,2705509226,"Caledonia city, Houston County, Minnesota",2799,19
0600000US2705509244,2705509244,"Caledonia township, Houston County, Minnesota",611,83
0600000US2705513816,2705513816,"Crooked Creek township, Houston County, Minnesota",276,46
0600000US2705518368,2705518368,"Eitzen city, Houston County, Minnesota",232,38
0600000US2705529510,2705529510,"Hokah city, Houston County, Minnesota",539,96
0600000US2705529528,2705529528,"Hokah township, Houston County, Minnesota",460,56
0600000US2705530230,2705530230,"Houston city, Houston County, Minnesota",1052,113
0600000US2705530248,2705530248,"Houston township, Houston County, Minnesota",393,78
0600000US2705531814,2705531814,"Jefferson township, Houston County, Minnesota",133,33
0600000US2705533866,2705533866,"La Crescent city, Houston County, Minnesota",4808,26
0600000US2705533884,2705533884,"La Crescent township, Houston County, Minnesota",1458,147
0600000US2705541228,2705541228,"Mayville township, Houston County, Minnesota",387,51
0600000US2705543648,2705543648,"Money Creek township, Houston County, Minnesota",623,72
0600000US2705544512,2705544512,"Mound Prairie township, Houston County, Minnesota",676,87
0600000US2705559494,2705559494,"Sheldon township, Houston County, Minnesota",288,55
0600000US2705561852,2705561852,"Spring Grove city, Houston County, Minnesota",1235,113
0600000US2705561870,2705561870,"Spring Grove township, Houston County, Minnesota",332,61
0600000US2705566208,2705566208,"Union township, Houston County, Minnesota",327,46
0600000US2705570564,2705570564,"Wilmington township, Houston County, Minnesota",403,54
0600000US2705570960,2705570960,"Winnebago township, Houston County, Minnesota",275,49
0600000US2705572166,2705572166,"Yucatan township, Houston County, Minnesota",273,35
0600000US2705700496,2705700496,"Akeley city, Hubbard County, Minnesota",382,72
0600000US2705700514,2705700514,"Akeley township, Hubbard County, Minnesota",504,74
0600000US2705701918,2705701918,"Arago township, Hubbard County, Minnesota",701,99
0600000US2705703178,2705703178,"Badoura township, Hubbard County, Minnesota",106,44
0600000US2705711682,2705711682,"Clay township, Hubbard County, Minnesota",94,24
0600000US2705712232,2705712232,"Clover township, Hubbard County, Minnesota",146,42
0600000US2705714140,2705714140,"Crow Wing Lake township, Hubbard County, Minnesota",361,66
0600000US2705720528,2705720528,"Farden township, Hubbard County, Minnesota",914,93
0600000US2705720942,2705720942,"Fern township, Hubbard County, Minnesota",224,38
0600000US2705726360,2705726360,"Guthrie township, Hubbard County, Minnesota",479,77
0600000US2705727386,2705727386,"Hart Lake township, Hubbard County, Minnesota",540,83
0600000US2705728340,2705728340,"Helga township, Hubbard County, Minnesota",1605,153
0600000US2705728466,2705728466,"Hendrickson township, Hubbard County, Minnesota",333,70
0600000US2705728556,2705728556,"Henrietta township, Hubbard County, Minnesota",1537,152
0600000US2705730338,2705730338,"Hubbard township, Hubbard County, Minnesota",862,100
0600000US2705734046,2705734046,"Lake Alice township, Hubbard County, Minnesota",52,24
0600000US2705734262,2705734262,"Lake Emma township, Hubbard County, Minnesota",1040,109
0600000US2705734388,2705734388,"Lake George township, Hubbard County, Minnesota",318,48
0600000US2705734460,2705734460,"Lake Hattie township, Hubbard County, Minnesota",194,48
0600000US2705734838,2705734838,"Lakeport township, Hubbard County, Minnesota",985,109
