Id,Id2,Geography,pop2016,Margin of Error; Total
0600000US2709507012,2709507012,"Borgholm township, Mille Lacs County, Minnesota",1645,172
0600000US2709507210,2709507210,"Bradbury township, Mille Lacs County, Minnesota",330,83
0600000US2709514500,2709514500,"Dailey township, Mille Lacs County, Minnesota",207,34
0600000US2709517810,2709517810,"East Side township, Mille Lacs County, Minnesota",624,78
0600000US2709521824,2709521824,"Foreston city, Mille Lacs County, Minnesota",615,120
0600000US2709525586,2709525586,"Greenbush township, Mille Lacs County, Minnesota",1320,150
0600000US2709527908,2709527908,"Hayland township, Mille Lacs County, Minnesota",566,77
0600000US2709531472,2709531472,"Isle city, Mille Lacs County, Minnesota",787,94
0600000US2709531490,2709531490,"Isle Harbor township, Mille Lacs County, Minnesota",490,57
0600000US2709532516,2709532516,"Kathio township, Mille Lacs County, Minnesota",1443,139
0600000US2709536782,2709536782,"Lewis township, Mille Lacs County, Minnesota",41,14
0600000US2709542110,2709542110,"Milaca city, Mille Lacs County, Minnesota",2918,43
0600000US2709542128,2709542128,"Milaca township, Mille Lacs County, Minnesota",1538,162
0600000US2709542326,2709542326,"Milo township, Mille Lacs County, Minnesota",1457,171
0600000US2709544710,2709544710,"Mudgett township, Mille Lacs County, Minnesota",61,18
0600000US2709548310,2709548310,"Onamia city, Mille Lacs County, Minnesota",918,129
0600000US2709548328,2709548328,"Onamia township, Mille Lacs County, Minnesota",483,77
0600000US2709549480,2709549480,"Page township, Mille Lacs County, Minnesota",647,88
0600000US2709550056,2709550056,"Pease city, Mille Lacs County, Minnesota",298,82
0600000US2709552522,2709552522,"Princeton city, Mille Lacs County, Minnesota",4635,18
0600000US2709552540,2709552540,"Princeton township, Mille Lacs County, Minnesota",2205,211
0600000US2709561384,2709561384,"South Harbor township, Mille Lacs County, Minnesota",727,75
0600000US2709567558,2709567558,"Wahkon city, Mille Lacs County, Minnesota",216,43
0600000US2709700406,2709700406,"Agram township, Morrison County, Minnesota",468,58
0600000US2709704888,2709704888,"Belle Prairie township, Morrison County, Minnesota",707,85
0600000US2709704942,2709704942,"Bellevue township, Morrison County, Minnesota",904,107
0600000US2709707066,2709707066,"Bowlus city, Morrison County, Minnesota",327,54
0600000US2709708416,2709708416,"Buckman city, Morrison County, Minnesota",249,40
0600000US2709708434,2709708434,"Buckman township, Morrison County, Minnesota",674,88
0600000US2709708506,2709708506,"Buh township, Morrison County, Minnesota",500,81
0600000US2709714248,2709714248,"Culdrum township, Morrison County, Minnesota",521,72
0600000US2709714356,2709714356,"Cushing township, Morrison County, Minnesota",738,83
0600000US2709714806,2709714806,"Darling township, Morrison County, Minnesota",576,70
0600000US2709718872,2709718872,"Elmdale city, Morrison County, Minnesota",86,27
0600000US2709718890,2709718890,"Elmdale township, Morrison County, Minnesota",943,68
0600000US2709721266,2709721266,"Flensburg city, Morrison County, Minnesota",226,58
0600000US2709723444,2709723444,"Genola city, Morrison County, Minnesota",75,38
0600000US2709725244,2709725244,"Granite township, Morrison County, Minnesota",551,61
0600000US2709725784,2709725784,"Green Prairie township, Morrison County, Minnesota",736,72
0600000US2709727098,2709727098,"Harding city, Morrison County, Minnesota",138,38
0600000US2709729150,2709729150,"Hillman city, Morrison County, Minnesota",35,29
0600000US2709729168,2709729168,"Hillman township, Morrison County, Minnesota",182,39
0600000US2709735252,2709735252,"Lakin township, Morrison County, Minnesota",445,77
0600000US2709735720,2709735720,"Lastrup city, Morrison County, Minnesota",176,43
0600000US2709736350,2709736350,"Leigh township, Morrison County, Minnesota",222,38
0600000US2709737556,2709737556,"Little Falls city, Morrison County, Minnesota",8682,21
0600000US2709737574,2709737574,"Little Falls township, Morrison County, Minnesota",1661,188
0600000US2709744224,2709744224,"Morrill township, Morrison County, Minnesota",809,102
0600000US2709744422,2709744422,"Motley city, Morrison County, Minnesota",608,112
0600000US2709744440,2709744440,"Motley township, Morrison County, Minnesota",240,47
0600000US2709744602,2709744602,"Mount Morris township, Morrison County, Minnesota",82,19
0600000US2709749714,2709749714,"Parker township, Morrison County, Minnesota",527,80
0600000US2709750776,2709750776,"Pierz city, Morrison County, Minnesota",1326,154
0600000US2709750794,2709750794,"Pierz township, Morrison County, Minnesota",566,82
0600000US2709750866,2709750866,"Pike Creek township, Morrison County, Minnesota",930,77
0600000US2709751478,2709751478,"Platte township, Morrison County, Minnesota",317,38
0600000US2709752720,2709752720,"Pulaski township, Morrison County, Minnesota",308,55
0600000US2709753080,2709753080,"Randall city, Morrison County, Minnesota",664,95
0600000US2709754178,2709754178,"Richardson township, Morrison County, Minnesota",470,55
0600000US2709754520,2709754520,"Ripley township, Morrison County, Minnesota",765,114
0600000US2709755906,2709755906,"Rosing township, Morrison County, Minnesota",139,33
0600000US2709756176,2709756176,"Royalton city, Morrison County, Minnesota",1262,187
0600000US2709758918,2709758918,"Scandia Valley township, Morrison County, Minnesota",1079,133
0600000US2709761006,2709761006,"Sobieski city, Morrison County, Minnesota",183,33
0600000US2709763760,2709763760,"Swan River township, Morrison County, Minnesota",637,73
0600000US2709763778,2709763778,"Swanville city, Morrison County, Minnesota",318,64
0600000US2709763796,2709763796,"Swanville township, Morrison County, Minnesota",486,70
0600000US2709766028,2709766028,"Two Rivers township, Morrison County, Minnesota",747,89
0600000US2709766334,2709766334,"Upsala city, Morrison County, Minnesota",565,95
0600000US2709900190,2709900190,"Adams city, Mower County, Minnesota",732,89
0600000US2709900208,2709900208,"Adams township, Mower County, Minnesota",430,59
0600000US2709902908,2709902908,"Austin city, Mower County, Minnesota",24841,49
0600000US2709902926,2709902926,"Austin township, Mower County, Minnesota",968,130
0600000US2709905176,2709905176,"Bennington township, Mower County, Minnesota",143,39
0600000US2709908164,2709908164,"Brownsdale city, Mower County, Minnesota",661,105
0600000US2709911728,2709911728,"Clayton township, Mower County, Minnesota",149,36
0600000US2709915886,2709915886,"Dexter city, Mower County, Minnesota",328,42
0600000US2709915904,2709915904,"Dexter township, Mower County, Minnesota",227,29
0600000US2709918728,2709918728,"Elkton city, Mower County, Minnesota",99,37
0600000US2709922328,2709922328,"Frankford township, Mower County, Minnesota",374,58
0600000US2709925010,2709925010,"Grand Meadow city, Mower County, Minnesota",1162,147
0600000US2709925028,2709925028,"Grand Meadow township, Mower County, Minnesota",248,38
0600000US2709935576,2709935576,"Lansing township, Mower County, Minnesota",972,139
0600000US2709936620,2709936620,"Le Roy city, Mower County, Minnesota",828,128
0600000US2709936638,2709936638,"Le Roy township, Mower County, Minnesota",314,76
0600000US2709937808,2709937808,"Lodi township, Mower County, Minnesota",217,48
0600000US2709938654,2709938654,"Lyle city, Mower County, Minnesota",478,88
0600000US2709938672,2709938672,"Lyle township, Mower County, Minnesota",364,73
0600000US2709940346,2709940346,"Mapleview city, Mower County, Minnesota",194,61
0600000US2709940706,2709940706,"Marshall township, Mower County, Minnesota",442,63
0600000US2709945322,2709945322,"Nevada township, Mower County, Minnesota",425,64
0600000US2709951640,2709951640,"Pleasant Valley township, Mower County, Minnesota",302,48
0600000US2709952882,2709952882,"Racine city, Mower County, Minnesota",456,66
0600000US2709952900,2709952900,"Racine township, Mower County, Minnesota",523,95
0600000US2709953584,2709953584,"Red Rock township, Mower County, Minnesota",728,90
0600000US2709955600,2709955600,"Rose Creek city, Mower County, Minnesota",458,71
0600000US2709958576,2709958576,"Sargeant city, Mower County, Minnesota",48,20
0600000US2709958594,2709958594,"Sargeant township, Mower County, Minnesota",374,78
0600000US2709964210,2709964210,"Taopi city, Mower County, Minnesota",50,20
0600000US2709966118,2709966118,"Udolpho township, Mower County, Minnesota",494,54
0600000US2709967918,2709967918,"Waltham city, Mower County, Minnesota",130,34
0600000US2709967936,2709967936,"Waltham township, Mower County, Minnesota",399,50
0600000US2709970816,2709970816,"Windom township, Mower County, Minnesota",690,149
0600000US2710103052,2710103052,"Avoca city, Murray County, Minnesota",87,22
0600000US2710104708,2710104708,"Belfast township, Murray County, Minnesota",248,59
0600000US2710106922,2710106922,"Bondin township, Murray County, Minnesota",317,49
0600000US2710109460,2710109460,"Cameron township, Murray County, Minnesota",118,40
0600000US2710110882,2710110882,"Chanarambie township, Murray County, Minnesota",222,50
0600000US2710110900,2710110900,"Chandler city, Murray County, Minnesota",329,62
0600000US2710114320,2710114320,"Currie city, Murray County, Minnesota",209,29
0600000US2710115778,2710115778,"Des Moines River township, Murray County, Minnesota",118,38
0600000US2710116300,2710116300,"Dovray city, Murray County, Minnesota",62,24
0600000US2710116318,2710116318,"Dovray township, Murray County, Minnesota",144,29
0600000US2710118782,2710118782,"Ellsborough township, Murray County, Minnesota",128,38
0600000US2710120888,2710120888,"Fenton township, Murray County, Minnesota",140,33
0600000US2710122958,2710122958,"Fulda city, Murray County, Minnesota",1310,121
0600000US2710126450,2710126450,"Hadley city, Murray County, Minnesota",45,17
0600000US2710129690,2710129690,"Holly township, Murray County, Minnesota",120,31
0600000US2710131094,2710131094,"Iona city, Murray County, Minnesota",128,28
0600000US2710131112,2710131112,"Iona township, Murray County, Minnesota",131,28
0600000US2710134892,2710134892,"Lake Sarah township, Murray County, Minnesota",388,59
0600000US2710135198,2710135198,"Lake Wilson city, Murray County, Minnesota",230,43
0600000US2710136260,2710136260,"Leeds township, Murray County, Minnesota",211,56
0600000US2710137088,2710137088,"Lime Lake township, Murray County, Minnesota",192,69
0600000US2710138402,2710138402,"Lowville township, Murray County, Minnesota",197,41
0600000US2710140958,2710140958,"Mason township, Murray County, Minnesota",319,41
0600000US2710144458,2710144458,"Moulton township, Murray County, Minnesota",177,52
0600000US2710144854,2710144854,"Murray township, Murray County, Minnesota",180,31
0600000US2710159764,2710159764,"Shetek township, Murray County, Minnesota",277,45
0600000US2710160628,2710160628,"Skandia township, Murray County, Minnesota",134,31
0600000US2710160808,2710160808,"Slayton city, Murray County, Minnesota",2054,161
0600000US2710160826,2710160826,"Slayton township, Murray County, Minnesota",248,49
0600000US2710304744,2710304744,"Belgrade township, Nicollet County, Minnesota",1076,130
0600000US2710305410,2710305410,"Bernadotte township, Nicollet County, Minnesota",246,61
0600000US2710307732,2710307732,"Brighton township, Nicollet County, Minnesota",188,60
0600000US2710313582,2710313582,"Courtland city, Nicollet County, Minnesota",720,87
0600000US2710313600,2710313600,"Courtland township, Nicollet County, Minnesota",474,73
0600000US2710324902,2710324902,"Granby township, Nicollet County, Minnesota",233,72
0600000US2710333920,2710333920,"Lafayette city, Nicollet County, Minnesota",423,68
0600000US2710333938,2710333938,"Lafayette township, Nicollet County, Minnesota",723,114
0600000US2710334856,2710334856,"Lake Prairie township, Nicollet County, Minnesota",819,147
0600000US2710336746,2710336746,"Le Sueur city, Nicollet County, Minnesota",0,9
0600000US2710339878,2710339878,"Mankato city, Nicollet County, Minnesota",0,9
0600000US2710345988,2710345988,"New Sweden township, Nicollet County, Minnesota",238,49
0600000US2710346150,2710346150,"Nicollet city, Nicollet County, Minnesota",1040,110
0600000US2710346168,2710346168,"Nicollet township, Nicollet County, Minnesota",551,71
0600000US2710347068,2710347068,"North Mankato city, Nicollet County, Minnesota",13451,31
0600000US2710348922,2710348922,"Oshawa township, Nicollet County, Minnesota",653,104
0600000US2710354430,2710354430,"Ridgely township, Nicollet County, Minnesota",73,28
0600000US2710358036,2710358036,"St. Peter city, Nicollet County, Minnesota",11567,27
0600000US2710365416,2710365416,"Traverse township, Nicollet County, Minnesota",306,61
0600000US2710369556,2710369556,"West Newton township, Nicollet County, Minnesota",445,80
0600000US2710500262,2710500262,"Adrian city, Nobles County, Minnesota",1243,97
0600000US2710505644,2710505644,"Bigelow city, Nobles County, Minnesota",236,86
0600000US2710505662,2710505662,"Bigelow township, Nobles County, Minnesota",369,70
0600000US2710506508,2710506508,"Bloom township, Nobles County, Minnesota",156,39
0600000US2710507660,2710507660,"Brewster city, Nobles County, Minnesota",459,57
0600000US2710515850,2710515850,"Dewald township, Nobles County, Minnesota",236,61
0600000US2710517144,2710517144,"Dundee city, Nobles County, Minnesota",105,43
0600000US2710518602,2710518602,"Elk township, Nobles County, Minnesota",267,65
0600000US2710518836,2710518836,"Ellsworth city, Nobles County, Minnesota",557,90
0600000US2710524848,2710524848,"Graham Lakes township, Nobles County, Minnesota",223,30
0600000US2710525100,2710525100,"Grand Prairie township, Nobles County, Minnesota",241,48
0600000US2710528736,2710528736,"Hersey township, Nobles County, Minnesota",177,31
0600000US2710530878,2710530878,"Indian Lake township, Nobles County, Minnesota",221,31
0600000US2710533236,2710533236,"Kinbrae city, Nobles County, Minnesota",2,4
0600000US2710535666,2710535666,"Larkin township, Nobles County, Minnesota",206,52
0600000US2710536566,2710536566,"Leota township, Nobles County, Minnesota",354,70
0600000US2710537412,2710537412,"Lismore city, Nobles County, Minnesota",202,50
0600000US2710537430,2710537430,"Lismore township, Nobles County, Minnesota",194,42
0600000US2710537682,2710537682,"Little Rock township, Nobles County, Minnesota",177,27
0600000US2710538204,2710538204,"Lorain township, Nobles County, Minnesota",341,62
0600000US2710548274,2710548274,"Olney township, Nobles County, Minnesota",181,35
0600000US2710553152,2710553152,"Ransom township, Nobles County, Minnesota",172,32
0600000US2710556086,2710556086,"Round Lake city, Nobles County, Minnesota",444,62
0600000US2710556338,2710556338,"Rushmore city, Nobles County, Minnesota",295,40
0600000US2710559260,2710559260,"Seward township, Nobles County, Minnesota",145,25
0600000US2710563400,2710563400,"Summit Lake township, Nobles County, Minnesota",416,66
0600000US2710569718,2710569718,"Westside township, Nobles County, Minnesota",199,34
0600000US2710570582,2710570582,"Wilmont city, Nobles County, Minnesota",405,55
0600000US2710570600,2710570600,"Wilmont township, Nobles County, Minnesota",139,35
0600000US2710571734,2710571734,"Worthington city, Nobles County, Minnesota",13036,25
0600000US2710571752,2710571752,"Worthington township, Nobles County, Minnesota",331,53
0600000US2710700172,2710700172,"Ada city, Norman County, Minnesota",1729,119
0600000US2710701774,2710701774,"Anthony township, Norman County, Minnesota",62,24
0600000US2710704222,2710704222,"Bear Park township, Norman County, Minnesota",169,32
0600000US2710707030,2710707030,"Borup city, Norman County, Minnesota",96,31
0600000US2710721320,2710721320,"Flom township, Norman County, Minnesota",205,54
0600000US2710722022,2710722022,"Fossum township, Norman County, Minnesota",150,35
0600000US2710723246,2710723246,"Gary city, Norman County, Minnesota",275,54
0600000US2710724380,2710724380,"Good Hope township, Norman County, Minnesota",37,20
0600000US2710725766,2710725766,"Green Meadow township, Norman County, Minnesota",85,24
0600000US2710726630,2710726630,"Halstad city, Norman County, Minnesota",608,101
0600000US2710726648,2710726648,"Halstad township, Norman County, Minnesota",85,41
0600000US2710728178,2710728178,"Hegne township, Norman County, Minnesota",47,18
0600000US2710728484,2710728484,"Hendrum city, Norman County, Minnesota",332,71
0600000US2710728502,2710728502,"Hendrum township, Norman County, Minnesota",93,34
0600000US2710729996,2710729996,"Home Lake township, Norman County, Minnesota",126,34
0600000US2710734532,2710734532,"Lake Ida township, Norman County, Minnesota",137,34
0600000US2710736188,2710736188,"Lee township, Norman County, Minnesota",116,24
0600000US2710737790,2710737790,"Lockhart township, Norman County, Minnesota",57,18
0600000US2710738978,2710738978,"McDonaldsville township, Norman County, Minnesota",144,29
0600000US2710740868,2710740868,"Mary township, Norman County, Minnesota",74,28
0600000US2710750506,2710750506,"Perley city, Norman County, Minnesota",80,35
0600000US2710751658,2710751658,"Pleasant View township, Norman County, Minnesota",110,35
0600000US2710755114,2710755114,"Rockwell township, Norman County, Minnesota",90,45
0600000US2710759566,2710759566,"Shelly city, Norman County, Minnesota",162,49
0600000US2710759584,2710759584,"Shelly township, Norman County, Minnesota",127,35
0600000US2710761780,2710761780,"Spring Creek township, Norman County, Minnesota",75,49
0600000US2710763094,2710763094,"Strand township, Norman County, Minnesota",95,31
0600000US2710763508,2710763508,"Sundal township, Norman County, Minnesota",129,32
0600000US2710765938,2710765938,"Twin Valley city, Norman County, Minnesota",723,106
0600000US2710768728,2710768728,"Waukon township, Norman County, Minnesota",100,39
0600000US2710770276,2710770276,"Wild Rice township, Norman County, Minnesota",239,40
0600000US2710770762,2710770762,"Winchester township, Norman County, Minnesota",81,41
0600000US2710909154,2710909154,"Byron city, Olmsted County, Minnesota",5191,24
0600000US2710910180,2710910180,"Cascade township, Olmsted County, Minnesota",2851,25
0600000US2710911008,2710911008,"Chatfield city, Olmsted County, Minnesota",1135,125
0600000US2710916264,2710916264,"Dover city, Olmsted County, Minnesota",821,99
0600000US2710916282,2710916282,"Dover township, Olmsted County, Minnesota",366,54
0600000US2710918962,2710918962,"Elmira township, Olmsted County, Minnesota",401,57
0600000US2710920114,2710920114,"Eyota city, Olmsted County, Minnesota",2073,182
0600000US2710920132,2710920132,"Eyota township, Olmsted County, Minnesota",444,66
0600000US2710920636,2710920636,"Farmington township, Olmsted County, Minnesota",397,57
0600000US2710927692,2710927692,"Haverhill township, Olmsted County, Minnesota",1559,150
0600000US2710928880,2710928880,"High Forest township, Olmsted County, Minnesota",1201,217
0600000US2710932282,2710932282,"Kalmar township, Olmsted County, Minnesota",1231,139
0600000US2710940616,2710940616,"Marion township, Olmsted County, Minnesota",3769,44
0600000US2710945610,2710945610,"New Haven township, Olmsted County, Minnesota",1058,94
0600000US2710948526,2710948526,"Orion township, Olmsted County, Minnesota",679,86
0600000US2710948598,2710948598,"Oronoco city, Olmsted County, Minnesota",1532,158
0600000US2710948616,2710948616,"Oronoco township, Olmsted County, Minnesota",2042,177
0600000US2710951136,2710951136,"Pine Island city, Olmsted County, Minnesota",712,133
0600000US2710951550,2710951550,"Pleasant Grove township, Olmsted County, Minnesota",801,117
0600000US2710952792,2710952792,"Quincy township, Olmsted County, Minnesota",392,79
0600000US2710954880,2710954880,"Rochester city, Olmsted County, Minnesota",111396,53
0600000US2710954898,2710954898,"Rochester township, Olmsted County, Minnesota",1630,140
0600000US2710954988,2710954988,"Rock Dell township, Olmsted County, Minnesota",613,97
0600000US2710958234,2710958234,"Salem township, Olmsted County, Minnesota",1189,144
0600000US2710962806,2710962806,"Stewartville city, Olmsted County, Minnesota",6062,19
0600000US2710967270,2710967270,"Viola township, Olmsted County, Minnesota",559,77
0600000US2711100100,2711100100,"Aastad township, Otter Tail County, Minnesota",157,28
0600000US2711101468,2711101468,"Amor township, Otter Tail County, Minnesota",580,70
0600000US2711102836,2711102836,"Aurdal township, Otter Tail County, Minnesota",1667,182
0600000US2711103970,2711103970,"Battle Lake city, Otter Tail County, Minnesota",851,107
0600000US2711106652,2711106652,"Blowers township, Otter Tail County, Minnesota",303,69
0600000US2711106778,2711106778,"Bluffton city, Otter Tail County, Minnesota",213,71
0600000US2711106796,2711106796,"Bluffton township, Otter Tail County, Minnesota",462,72
0600000US2711108938,2711108938,"Buse township, Otter Tail County, Minnesota",455,102
0600000US2711108974,2711108974,"Butler township, Otter Tail County, Minnesota",303,66
0600000US2711109622,2711109622,"Candor township, Otter Tail County, Minnesota",582,66
0600000US2711109946,2711109946,"Carlisle township, Otter Tail County, Minnesota",149,37
0600000US2711112088,2711112088,"Clitherall city, Otter Tail County, Minnesota",88,42
0600000US2711112106,2711112106,"Clitherall township, Otter Tail County, Minnesota",519,81
0600000US2711112844,2711112844,"Compton township, Otter Tail County, Minnesota",822,113
0600000US2711113240,2711113240,"Corliss township, Otter Tail County, Minnesota",527,72
0600000US2711114626,2711114626,"Dalton city, Otter Tail County, Minnesota",278,54
0600000US2711114644,2711114644,"Dane Prairie township, Otter Tail County, Minnesota",785,96
0600000US2711115076,2711115076,"Dead Lake township, Otter Tail County, Minnesota",490,101
0600000US2711115184,2711115184,"Deer Creek city, Otter Tail County, Minnesota",247,43
0600000US2711115202,2711115202,"Deer Creek township, Otter Tail County, Minnesota",374,64
0600000US2711115724,2711115724,"Dent city, Otter Tail County, Minnesota",153,38
0600000US2711116120,2711116120,"Dora township, Otter Tail County, Minnesota",709,81
0600000US2711117162,2711117162,"Dunn township, Otter Tail County, Minnesota",778,87
0600000US2711117396,2711117396,"Eagle Lake township, Otter Tail County, Minnesota",356,57
0600000US2711117576,2711117576,"Eastern township, Otter Tail County, Minnesota",177,45
0600000US2711118224,2711118224,"Edna township, Otter Tail County, Minnesota",912,75
0600000US2711118278,2711118278,"Effington township, Otter Tail County, Minnesota",191,34
0600000US2711118566,2711118566,"Elizabeth city, Otter Tail County, Minnesota",167,40
0600000US2711118584,2711118584,"Elizabeth township, Otter Tail County, Minnesota",880,108
0600000US2711118980,2711118980,"Elmo township, Otter Tail County, Minnesota",340,67
0600000US2711119556,2711119556,"Erhard city, Otter Tail County, Minnesota",131,24
0600000US2711119574,2711119574,"Erhards Grove township, Otter Tail County, Minnesota",460,76
0600000US2711120024,2711120024,"Everts township, Otter Tail County, Minnesota",781,81
0600000US2711120906,2711120906,"Fergus Falls city, Otter Tail County, Minnesota",13310,26
0600000US2711120924,2711120924,"Fergus Falls township, Otter Tail County, Minnesota",1026,124
0600000US2711121518,2711121518,"Folden township, Otter Tail County, Minnesota",275,53
0600000US2711122796,2711122796,"Friberg township, Otter Tail County, Minnesota",806,93
0600000US2711123840,2711123840,"Girard township, Otter Tail County, Minnesota",689,79
0600000US2711124632,2711124632,"Gorman township, Otter Tail County, Minnesota",456,54
0600000US2711128520,2711128520,"Henning city, Otter Tail County, Minnesota",896,110
0600000US2711128538,2711128538,"Henning township, Otter Tail County, Minnesota",320,55
0600000US2711129420,2711129420,"Hobart township, Otter Tail County, Minnesota",802,88
0600000US2711130050,2711130050,"Homestead township, Otter Tail County, Minnesota",424,90
0600000US2711131004,2711131004,"Inman township, Otter Tail County, Minnesota",235,47
0600000US2711135990,2711135990,"Leaf Lake township, Otter Tail County, Minnesota",581,91
0600000US2711136008,2711136008,"Leaf Mountain township, Otter Tail County, Minnesota",327,56
0600000US2711136980,2711136980,"Lida township, Otter Tail County, Minnesota",689,66
0600000US2711139500,2711139500,"Maine township, Otter Tail County, Minnesota",705,117
0600000US2711140364,2711140364,"Maplewood township, Otter Tail County, Minnesota",383,66
0600000US2711146006,2711146006,"Newton township, Otter Tail County, Minnesota",825,95
0600000US2711146060,2711146060,"New York Mills city, Otter Tail County, Minnesota",1458,146
0600000US2711146240,2711146240,"Nidaros township, Otter Tail County, Minnesota",340,55
0600000US2711147482,2711147482,"Norwegian Grove township, Otter Tail County, Minnesota",236,48
0600000US2711148004,2711148004,"Oak Valley township, Otter Tail County, Minnesota",439,106
0600000US2711148742,2711148742,"Orwell township, Otter Tail County, Minnesota",127,28
0600000US2711148850,2711148850,"Oscar township, Otter Tail County, Minnesota",120,24
0600000US2711149210,2711149210,"Ottertail city, Otter Tail County, Minnesota",414,67
0600000US2711149228,2711149228,"Otter Tail township, Otter Tail County, Minnesota",511,61
0600000US2711149264,2711149264,"Otto township, Otter Tail County, Minnesota",462,61
0600000US2711149408,2711149408,"Paddock township, Otter Tail County, Minnesota",257,45
0600000US2711149732,2711149732,"Parkers Prairie city, Otter Tail County, Minnesota",982,134
0600000US2711149750,2711149750,"Parkers Prairie township, Otter Tail County, Minnesota",427,98
0600000US2711150110,2711150110,"Pelican township, Otter Tail County, Minnesota",598,91
0600000US2711150164,2711150164,"Pelican Rapids city, Otter Tail County, Minnesota",2482,264
0600000US2711150470,2711150470,"Perham city, Otter Tail County, Minnesota",3172,18
0600000US2711150488,2711150488,"Perham township, Otter Tail County, Minnesota",830,93
0600000US2711151208,2711151208,"Pine Lake township, Otter Tail County, Minnesota",637,98
0600000US2711154340,2711154340,"Richville city, Otter Tail County, Minnesota",64,24
0600000US2711156014,2711156014,"Rothsay city, Otter Tail County, Minnesota",216,39
0600000US2711156320,2711156320,"Rush Lake township, Otter Tail County, Minnesota",901,116
0600000US2711157382,2711157382,"St. Olaf township, Otter Tail County, Minnesota",390,51
0600000US2711158864,2711158864,"Scambler township, Otter Tail County, Minnesota",520,55
0600000US2711162554,2711162554,"Star Lake township, Otter Tail County, Minnesota",405,37
0600000US2711163688,2711163688,"Sverdrup township, Otter Tail County, Minnesota",628,72
0600000US2711165218,2711165218,"Tordenskjold township, Otter Tail County, Minnesota",494,78
0600000US2711165524,2711165524,"Trondhjem township, Otter Tail County, Minnesota",167,29
0600000US2711165686,2711165686,"Tumuli township, Otter Tail County, Minnesota",485,60
0600000US2711166172,2711166172,"Underwood city, Otter Tail County, Minnesota",391,86
0600000US2711166388,2711166388,"Urbank city, Otter Tail County, Minnesota",78,23
0600000US2711166766,2711166766,"Vergas city, Otter Tail County, Minnesota",350,53
0600000US2711167216,2711167216,"Vining city, Otter Tail County, Minnesota",38,18
0600000US2711167504,2711167504,"Wadena city, Otter Tail County, Minnesota",37,28
0600000US2711169430,2711169430,"Western township, Otter Tail County, Minnesota",123,42
0600000US2711171644,2711171644,"Woodside township, Otter Tail County, Minnesota",279,64
0600000US2711306364,2711306364,"Black River township, Pennington County, Minnesota",42,15
0600000US2711307444,2711307444,"Bray township, Pennington County, Minnesota",47,15
0600000US2711312304,2711312304,"Cloverleaf township, Pennington County, Minnesota",65,25
0600000US2711315292,2711315292,"Deer Park township, Pennington County, Minnesota",140,56
0600000US2711324470,2711324470,"Goodridge city, Pennington County, Minnesota",131,37
0600000US2711324488,2711324488,"Goodridge township, Pennington County, Minnesota",45,21
0600000US2711328808,2711328808,"Hickory township, Pennington County, Minnesota",91,41
0600000US2711329024,2711329024,"Highlanding township, Pennington County, Minnesota",201,57
0600000US2711333740,2711333740,"Kratka township, Pennington County, Minnesota",144,49
0600000US2711341156,2711341156,"Mayfield township, Pennington County, Minnesota",54,24
0600000US2711346510,2711346510,"Norden township, Pennington County, Minnesota",370,66
0600000US2711346762,2711346762,"North township, Pennington County, Minnesota",812,174
0600000US2711347590,2711347590,"Numedal township, Pennington County, Minnesota",96,38
0600000US2711351802,2711351802,"Polk Centre township, Pennington County, Minnesota",93,34
0600000US2711353746,2711353746,"Reiner township, Pennington County, Minnesota",68,35
0600000US2711354574,2711354574,"River Falls township, Pennington County, Minnesota",165,41
0600000US2711355060,2711355060,"Rocksbury township, Pennington County, Minnesota",1234,199
0600000US2711357022,2711357022,"St. Hilaire city, Pennington County, Minnesota",276,51
0600000US2711358342,2711358342,"Sanders township, Pennington County, Minnesota",344,76
0600000US2711360448,2711360448,"Silverton township, Pennington County, Minnesota",148,33
0600000US2711360898,2711360898,"Smiley township, Pennington County, Minnesota",694,107
0600000US2711362482,2711362482,"Star township, Pennington County, Minnesota",102,32
0600000US2711364570,2711364570,"Thief River Falls city, Pennington County, Minnesota",8726,33
0600000US2711371878,2711371878,"Wyandotte township, Pennington County, Minnesota",68,32
0600000US2711502188,2711502188,"Arlone township, Pine County, Minnesota",432,75
0600000US2711502224,2711502224,"Arna township, Pine County, Minnesota",68,32
0600000US2711502548,2711502548,"Askov city, Pine County, Minnesota",347,66
0600000US2711503736,2711503736,"Barry township, Pine County, Minnesota",518,123
0600000US2711505986,2711505986,"Birch Creek township, Pine County, Minnesota",242,47
0600000US2711507552,2711507552,"Bremen township, Pine County, Minnesota",197,46
0600000US2711507984,2711507984,"Brook Park city, Pine County, Minnesota",126,60
0600000US2711508002,2711508002,"Brook Park township, Pine County, Minnesota",522,102
0600000US2711508290,2711508290,"Bruno city, Pine County, Minnesota",76,39
0600000US2711508308,2711508308,"Bruno township, Pine County, Minnesota",190,49
0600000US2711511098,2711511098,"Chengwatana township, Pine County, Minnesota",961,112
0600000US2711512268,2711512268,"Clover township, Pine County, Minnesota",407,82
0600000US2711513942,2711513942,"Crosby township, Pine County, Minnesota",66,21
0600000US2711514680,2711514680,"Danforth township, Pine County, Minnesota",64,27
0600000US2711515598,2711515598,"Dell Grove township, Pine County, Minnesota",623,103
0600000US2711515670,2711515670,"Denham city, Pine County, Minnesota",34,12
0600000US2711521122,2711521122,"Finlayson city, Pine County, Minnesota",314,63
0600000US2711521140,2711521140,"Finlayson township, Pine County, Minnesota",451,68
